region,regionCode,year,total_sol
香港特别行政区,810000,2009,3.135108597868554E10
安徽省,340000,2010,9.777214030004906E10
福建省,350000,2010,9.494069728790112E10
甘肃省,620000,2010,7.174204830139308E10
广东省,440000,2010,3.085866412198332E11
贵州省,520000,2010,3.889433529510399E10
海南省,460000,2010,2.1749482060855217E10
河北省,130000,2010,1.8278683060174823E11
河南省,410000,2010,1.519316730445297E11
黑龙江省,230000,2010,1.4518773672475748E11
湖北省,420000,2010,8.017385070290927E10
湖南省,430000,2010,6.43805342147206E10
吉林省,220000,2010,7.790018154374847E10
江苏省,320000,2010,3.094722667041676E11
江西省,360000,2010,5.476782296638968E10
辽宁省,210000,2010,1.2596694073910205E11
青海省,630000,2010,6.4555527082593056E10
山东省,370000,2010,2.6104395799172516E11
山西省,140000,2010,1.3396089875062996E11
陕西省,610000,2010,1.1047551256504393E11
四川省,510000,2010,1.1182415944914659E11
台湾省,710000,2010,54884.304350490194
云南省,530000,2010,1.0188511900250331E11
浙江省,330000,2010,1.788172397330355E11
北京市,110000,2010,7.213456400189859E10
上海市,310000,2010,6.679212127890888E10
天津市,120000,2010,5.839636645219821E10
重庆市,500000,2010,3.4602409613272896E10
广西壮族自治区,450000,2010,6.755392797990164E10
内蒙古自治区,150000,2010,1.8821541557533594E11
宁夏回族自治区,640000,2010,2.8166012199030445E10
西藏自治区,540000,2010,9.08510884757878E10
新疆维吾尔自治区,650000,2010,2.350355857231569E11
澳门特别行政区,820000,2010,7342790.301960784
香港特别行政区,810000,2010,3.2773423903469604E10
安徽省,340000,2011,1.082871389385977E11
福建省,350000,2011,1.0345490499961813E11
甘肃省,620000,2011,7.635448442526602E10
广东省,440000,2011,3.3201648946972833E11
贵州省,520000,2011,4.166420538552879E10
海南省,460000,2011,2.3255355383393547E10
河北省,130000,2011,1.9394436403522043E11
河南省,410000,2011,1.6356863689273572E11
黑龙江省,230000,2011,1.521122287263599E11
湖北省,420000,2011,8.553191360387349E10
湖南省,430000,2011,6.846109616759805E10
吉林省,220000,2011,8.229854713737149E10
江苏省,320000,2011,3.3216479553951953E11
江西省,360000,2011,5.851647950000394E10
辽宁省,210000,2011,1.3358239901535268E11
青海省,630000,2011,6.730416990725896E10
山东省,370000,2011,2.7743201028947174E11
山西省,140000,2011,1.40876636329915E11
陕西省,610000,2011,1.1709503770493642E11
四川省,510000,2011,1.1709943377072598E11
台湾省,710000,2011,54842.12285539216
云南省,530000,2011,1.079777489815975E11
浙江省,330000,2011,1.905768750050337E11
北京市,110000,2011,7.512364899576918E10
上海市,310000,2011,6.986296048185683E10
天津市,120000,2011,6.142089597789993E10
重庆市,500000,2011,3.697026929263303E10
广西壮族自治区,450000,2011,7.168264332729619E10
内蒙古自治区,150000,2011,2.0006218485749655E11
宁夏回族自治区,640000,2011,3.024284398883494E10
西藏自治区,540000,2011,9.397725143377658E10
新疆维吾尔自治区,650000,2011,2.4890928208346042E11
澳门特别行政区,820000,2011,7698197.874509804
香港特别行政区,810000,2011,3.3879327121203434E10
安徽省,340000,2012,1.1215658895932014E11
福建省,350000,2012,1.0728795072319571E11
甘肃省,620000,2012,8.042783286823962E10
广东省,440000,2012,3.38763652565104E11
贵州省,520000,2012,4.3323239722876144E10
海南省,460000,2012,2.4449014123983902E10
河北省,130000,2012,1.9964036203278024E11
河南省,410000,2012,1.6883850740087024E11
黑龙江省,230000,2012,1.5669303045788474E11
湖北省,420000,2012,8.809159278013759E10
湖南省,430000,2012,7.045222266363583E10
吉林省,220000,2012,8.523107608074313E10
江苏省,320000,2012,3.407166835143784E11
江西省,360000,2012,6.04225336035012E10
辽宁省,210000,2012,1.3835333261538144E11
青海省,630000,2012,6.914803945715266E10
山东省,370000,2012,2.8518498066291187E11
山西省,140000,2012,1.4619173290547205E11
陕西省,610000,2012,1.221371023482063E11
四川省,510000,2012,1.2014457325571103E11
台湾省,710000,2012,55388.051286764705
